,pPTEN,pPI3K,pAKT,pGSK3B,LPS,bpV,LY294002,HDACi,LiCl,ATP,ADP,P2Y12G
1.497149714971497,0.45629563539545426,0.6823461918564043,0.01095854646708786,0.004217069519264378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.547054705470547,0.4672260244870758,0.6922648959260346,0.011789243558437683,0.004727062224266456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5969596959695969,0.4779363343375532,0.7017182205956475,0.01263749238508638,0.005273419717573372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6468646864686467,0.48843096222066995,0.7107280010033205,0.013501625446877922,0.005856677312024439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6967696769676968,0.4987142159616463,0.7193150506802456,0.014380019954368902,0.006477284303227813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7466746674667466,0.5087903157165774,0.7274992034807206,0.015271098874791809,0.007135607512488606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7965796579657964,0.5186633957960431,0.7352993574300488,0.016173331332771282,0.007831935315538843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8464846484648463,0.5283375065896471,0.742733533040631,0.017085248115989986,0.008566476042729265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8963896389638963,0.5378166161873785,0.7498189009374981,0.018005431823104195,0.009339365073908843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9462946294629462,0.5471046121529535,0.7565718271500239,0.01893252343774649,0.010150666399481523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.996199619961996,0.556205303208905,0.7630079102811481,0.01986522250614104,0.011000376067285763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.046104610461046,0.5651224208759296,0.7691420160502228,0.02080228617133112,0.011888425812880559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.096009600960096,0.5738596211053901,0.7749883135041075,0.021742531040735973,0.01281468565038993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.145914591459146,0.5824204858596409,0.7805603058918609,0.022684831030860914,0.013778967821266051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1958195819581956,0.5908085246704449,0.7858708637893396,0.023628118396339923,0.014781029334350559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2457245724572457,0.5990271761574588,0.7909322534281346,0.024571381699905186,0.015820575565008852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2956295629562953,0.6070798095241716,0.7957561657213124,0.025513665333397766,0.016897263285319618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3455345534553453,0.6149697260159747,0.8003537430145973,0.02645406814048796,0.01801070379527563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3954395439543954,0.6227001603489498,0.8047356049484558,0.02739174202985694,0.019160465907331593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.445344534453445,0.6302742821128613,0.8089118738021174,0.028325891029813307,0.020346078735073336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.495249524952495,0.6376951971247109,0.8128921951731273,0.029255768171798313,0.021567035084606796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.545154515451545,0.6449659487688468,0.8166857605375843,0.03018067406062393,0.02282279416686784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5950595059505948,0.652089519342801,0.820301334295777,0.031099958349032203,0.02411278325821138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.644964496449645,0.6590688313025205,0.8237472683524434,0.03201301507347989,0.025436401252848153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.694869486948695,0.6659067485091306,0.8270315206061193,0.03291928062190737,0.02679302124737384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7447744774477445,0.6726060774836269,0.8301616767689062,0.03381823352317151,0.028181992580286207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7946794679467946,0.6791695686141281,0.8331449688185814,0.03470939314999629,0.029602643059231923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8445844584458446,0.685599917285776,0.8359882869048822,0.03559231613778391,0.03105428160645422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8944894489448942,0.6918997650431041,0.8386981969568362,0.036466595400820416,0.03253620023620714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9443944394439443,0.6980717007582111,0.841280960123124,0.037331859776053196,0.03404767586600308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.994299429942994,0.7041182616733769,0.8437425422484133,0.038187770956886226,0.03558797250177813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.044204420442044,0.7100419344738931,0.8460886277432328,0.03903402199726331,0.03715634305864379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.094109410941094,0.7158451563745668,0.8483246358340603,0.03987033644101036,0.038752031044472376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1440144014401437,0.7215303161364176,0.850455732414997,0.040696466701745794,0.04037427222307928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1939193919391937,0.7270997550353527,0.852486839312526,0.041512192094919964,0.04202229621353083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.243824382438244,0.732555767860797,0.8544226470155833,0.0423173176731159,0.043695327983948005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2937293729372934,0.7379006039176534,0.8562676282275005,0.04311167319772245,0.04539258939299581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3436343634363435,0.7431364679039261,0.8580260444377497,0.04389511136231109,0.0471133003397084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3935393539353935,0.7482655208339267,0.8597019562042594,0.0446675065892128,0.048856680031807626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.443444344434443,0.7532898809785176,0.8612992350931313,0.045428753994448706,0.050621948315054205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.493349334933493,0.7582116247144253,0.8628215710679514,0.046178768097372744,0.05240832667520805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.543254325432543,0.7630327873615105,0.864272479909161,0.046917481616428725,0.054215039191468854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.593159315931593,0.7677553640412214,0.8656553124179766,0.04764484442458091,0.056041313588294006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.643064306430643,0.7723813105286651,0.8669732637884155,0.04836082254018616,0.05788638229103542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6929692969296926,0.7769125439960116,0.8682293780977564,0.04906539706461498,0.05974948297375077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.7428742874287426,0.7813509438096669,0.8694265560427593,0.049758563249922165,0.06162985939337946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.7927792779277927,0.785698352304636,0.8705675619780573,0.05044032956703719,0.06352676214990614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8426842684268423,0.7899565755692297,0.8716550317641556,0.051110716753697105,0.06543944955371096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8925892589258924,0.7941273841395629,0.872691477378045,0.05176975710743802,0.06736718798298169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9424942494249424,0.7982125137357187,0.8736792936318705,0.052417493690254266,0.06930925253538159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.992399239923992,0.8022136659617136,0.874620763539583,0.05305397954590952,0.07126492753482448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.042304230423042,0.8061325089388992,0.8755180601361726,0.05367927669936357,0.07323350682251964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.092209220922092,0.8099706780431328,0.8763732557317808,0.054293455810535754,0.07521429438641916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.142114211421142,0.8137297765531915,0.8771883261180051,0.054896595475984626,0.07720660471042244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.192019201920192,0.8174113762899481,0.877965154886022,0.055488781587009546,0.079209763098078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2419241924192415,0.8210170182072267,0.8787055354331007,0.056070106521523666,0.0812231058319853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.291829182918292,0.8245482130472317,0.8794111775542743,0.056640668807910154,0.08324598058094566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.341734173417342,0.8280064419403623,0.8800837112414649,0.05720057257632639,0.085277746619876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.391639163916391,0.8313931569915204,0.8807246902629634,0.05774992703501801,0.08731777501602919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.441544154415442,0.8347097818415823,0.8813355948367163,0.058288845928826785,0.08936544874045663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.491449144914491,0.8379577122458158,0.8819178358977915,0.058817447141875236,0.09142016285977429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.541354135413541,0.8411383166278933,0.8824727584619934,0.059335852272177,0.09348132465678706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5912591259125906,0.8442529366192586,0.8830016446490189,0.059844186219135904,0.09554835371483224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.641164116411641,0.8473028875822668,0.8835057159724513,0.06034257684735476,0.09762068192159255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.691069106910691,0.8502894591334368,0.883986136598718,0.06083115460734754,0.0996977535528675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.74097409740974,0.8532139156530585,0.8844440161770911,0.06131005219537399,0.10177902531000825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.790879087908791,0.8560774967815146,0.8848804122647907,0.06177940424994564,0.10386396631354602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.84078407840784,0.8588814179020261,0.8852963328115174,0.06223934703489888,0.10595205806239195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.89068906890689,0.8616268706194875,0.8856927384999269,0.06269001816945831,0.10804279441653952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9405940594059405,0.8643150232297383,0.8860705449919467,0.06313155637455724,0.11013568156692596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.99049904990499,0.866947021177168,0.8864306251306494,0.0635641012153062,0.11223023797779372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.04040404040404,0.8695239874939965,0.8867738105610103,0.06398779291556869,0.11432599424946628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.09030903090309,0.8720470232476736,0.8871008939010556,0.06440277211131065,0.11642249308137892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.14021402140214,0.8745172079670935,0.8874126306640201,0.06480917965411205,0.11851928917138535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.1901190119011895,0.8769356000654549,0.8877097409876533,0.06520715642306434,0.1206159491128493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.24002400240024,0.8793032372478679,0.887992911097277,0.06559684317638835,0.12271205123405661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.28992899289929,0.8816211369152751,0.888262794892955,0.0659783803920064,0.1248071854712078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.339833983398339,0.8838902965671946,0.8885200157729283,0.0663519080842677,0.12690095329830725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.38973897389739,0.8861116941875927,0.8887651679924281,0.06671756567682614,0.12899296756824324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.439643964396439,0.8882862886250839,0.8889988180560541,0.06707549187382764,0.13108285236835687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.489548954895489,0.8904150199532662,0.8892215054823543,0.06742582459018884,0.13317024274899192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5394539453945395,0.8924988098450576,0.8894337445358684,0.0677687008029624,0.13525478466870933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.589358935893589,0.8945385619301494,0.8896360254718507,0.068104256449641,0.1373361348427463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.639263926392639,0.8965351621407871,0.8898288155390024,0.06843262635217702,0.139413960547575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.689168916891689,0.898489479058654,0.8900125600709762,0.06875394412713574,0.14148793945136148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.739073907390739,0.9004023642702631,0.8901876836153358,0.06906834207022841,0.14355775945711677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.7889788978897885,0.9022746526639155,0.8903545906771619,0.06937595116228318,0.14562311848213771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.838883888388838,0.9041071627573433,0.8905136666401706,0.06967690100088182,0.1476837242754486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.888788878887889,0.9059006970107263,0.8906652785791621,0.06997131975720043,0.14973929422152976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.938693869386938,0.9076560421715013,0.8908097766869149,0.07025933402059473,0.15178955527504692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.988598859885988,0.9093739695855387,0.8909474951995285,0.07054106873266265,0.15383424380196034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.038503850385038,0.9110552354377092,0.8910787521980564,0.07081664732408641,0.1558731052018913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.088408840884088,0.9127005810649348,0.8912038506941758,0.07108619161577596,0.15790589379596487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.138313831383138,0.9143107332406568,0.8913230792935842,0.0713498217953834,0.15993237263663448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.188218821882188,0.9158864045124886,0.8914367137115619,0.07160765624300867,0.16195231348968445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.238123812381238,0.9174282934275827,0.8915450166509591,0.07185981164234938,0.1639654965054195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.288028802880287,0.9189370847903087,0.8916482382182725,0.07210640299607245,0.16597171000110708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.337933793379338,0.9204134499359551,0.8917466166327692,0.07234754358834426,0.16797075030713463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.387838783878387,0.9218580469989383,0.8918403788957192,0.07258334495277685,0.16996242160831834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.437743774377437,0.9232715212142657,0.8919297419853637,0.07281391674652866,0.1719465358825583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.487648764876488,0.924654505098465,0.8920149123668588,0.07303936691883314,0.17392291255269862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.537553755375537,0.9260076187091354,0.8920960866801401,0.07325980167113903,0.17589137834905746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.587458745874587,0.9273314698848973,0.8921734521937109,0.07347532545685043,0.17785176713727843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.637363736373637,0.9286266545067038,0.8922471875784731,0.07368604092241633,0.17980391980093463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.687268726872687,0.9298937567384236,0.8923174634482753,0.07389204888833503,0.18174768409294226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7371737173717365,0.9311333492050909,0.8923844421160535,0.07409344846812732,0.18368291436929898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.787078707870787,0.9323459932325626,0.8924482782045983,0.07429033703366884,0.18560947146235038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.836983698369837,0.9335322390639171,0.8925091189853617,0.07448281022763568,0.18752722251601314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.886888688868886,0.9346926261176894,0.8925671052006112,0.07467096189523724,0.1894360408852827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.936793679367937,0.9358276831559325,0.8926223709348082,0.07485488417110357,0.19133580592263477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.986698669866986,0.9369379284782096,0.8926750437967053,0.07503466751384195,0.1932264028073828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.036603660366036,0.938023870131026,0.8927252452981315,0.07521040070701801,0.19510772240388452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.086508650865086,0.939086006101192,0.8927730910871362,0.07538217088286063,0.19697966110621548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.136413641364136,0.9401248245626019,0.8928186917787642,0.07555006344494507,0.19884212075271465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.186318631863186,0.9411408040473357,0.8928621530067835,0.07571416211961282,0.20069500845911392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.236223622362235,0.9421344135838462,0.8929035751524205,0.07587454906001616,0.20253823642036917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.286128612861286,0.9431061129034164,0.8929430538291345,0.07603130482270301,0.20437172179977103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3360336033603355,0.9440563526162635,0.8929806800716942,0.07618450839227114,0.20619538658975628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.385938593859385,0.9449855744112904,0.8930165407553387,0.07633423716929022,0.20800915749080748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.435843584358436,0.9458942112487335,0.8930507189722716,0.07648056696376343,0.2098129657910195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.485748574857485,0.9467826874678449,0.8930832936749566,0.07662357210114845,0.21160674720222952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.535653565356535,0.9476514189756856,0.893114340059128,0.07676332541266302,0.21339044174678495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.585558555855585,0.9485008134075128,0.8931439297152041,0.07689989826041059,0.2151639936329114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.635463546354635,0.9493312702979356,0.8931721308828238,0.0770333605466595,0.21692735113610423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.685368536853685,0.9501431812782094,0.8931990089322137,0.07716378068929411,0.21868046649054668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.735273527352735,0.9509369301622571,0.893224625969692,0.07729122572334336,0.22042329575609917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.785178517851785,0.9517128931160671,0.8932490411293412,0.07741576130207124,0.22215579870966753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.835083508350834,0.9524714388060259,0.8932723107127363,0.07753745171916675,0.2238779387347624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.884988498849885,0.9532129285470201,0.8932944883409767,0.07765635992812155,0.22558968271326346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9348934893489345,0.9539377164880529,0.8933156254052663,0.07777254751674999,0.227291000921936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.984798479847984,0.954646149698439,0.8933357707826047,0.07788607478881725,0.22898186692651476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.034703470347035,0.9553385683105857,0.8933549709939517,0.07799700077964591,0.23066225748154046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.084608460846084,0.9560153056584205,0.8933732703449523,0.07810538327333053,0.23233215243275154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.134513451345134,0.9566766884081878,0.893390711021134,0.07821127882609229,0.23399153462094274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.184418441844183,0.9573230367246433,0.8934073333858824,0.07831474276834188,0.23564038976881754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.234323432343233,0.9579546643656249,0.8934231758951144,0.07841582924529442,0.23727870640534296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.284228422842284,0.9585718787970092,0.8934382751325293,0.07851459124468604,0.2389064757807435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.334133413341334,0.959174981322669,0.8934526659359414,0.07861108061460384,0.24052369177487737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.384038403840384,0.9597642672677001,0.8934663815938946,0.07870534808915032,0.2421303507531971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.433943394339433,0.9603400258115261,0.8934794534588546,0.07879744328135523,0.24372645175311397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.483848384838483,0.9609025406655933,0.8934919120976547,0.07888741473062351,0.2453119958878772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.533753375337533,0.9614520896660215,0.8935037862403781,0.07897530992282582,0.2468869867303419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.583658365836584,0.9619889450781354,0.8935151032740151,0.07906117530942805,0.24845143006508089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.633563356335634,0.9625133736964696,0.8935258892827908,0.0791450563286889,0.25000533382090834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.683468346834683,0.9630256369668948,0.8935361691978928,0.07922699741634694,0.2515487079872944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.733373337333733,0.9635259910998799,0.8935459669033678,0.07930704202051883,0.25308156453723385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.783278327832782,0.964014687119199,0.8935553050227326,0.07938523264727225,0.2546039173971311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.833183318331832,0.964491970986627,0.8935642050814129,0.07946161087009175,0.25611578236134275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.883088308830883,0.9649580837032563,0.8935726875535576,0.07953621735045315,0.2576171770237466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.932993299329933,0.9654132614103228,0.8935807719064234,0.07960909185863135,0.2591081207096679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.982898289828983,0.9658577354810642,0.8935884767028238,0.07968027328188704,0.26058863441908026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.032803280328032,0.9662917325853544,0.893595819879854,0.07974979959433796,0.2620587408040298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.082708270827082,0.9667154748486507,0.893602818416934,0.07981770795956866,0.2635184640274942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.132613261326131,0.9671291799352849,0.8936094884937348,0.07988403472675866,0.264967829717354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.182518251825181,0.9675330611444037,0.8936158455661928,0.07994881544461524,0.2664068649044604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.232423242324233,0.967927327510007,0.8936219044159951,0.08001208488107225,0.26783559795555245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.282328232823282,0.968312183878503,0.8936276791784324,0.08007387703861477,0.26925405852695444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.332233223322332,0.9686878305777341,0.8936331829771269,0.08013422509011975,0.27066227789587793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.382138213821381,0.969054463966685,0.8936384284062306,0.08019316148604312,0.27206028847770863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.432043204320431,0.9694122765640296,0.8936434276073466,0.08025071797966546,0.2734481237325731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.48194819481948,0.9697614570261708,0.8936481922016168,0.08030692562305461,0.2748258182110187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.531853185318532,0.970102190238972,0.8936527333312166,0.08036181478514862,0.276193407494608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.581758175817582,0.9704346574094893,0.8936570617008474,0.08041541516983837,0.27755092813651366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.631663166316631,0.9707590357677339,0.893661187207106,0.0804677557677051,0.2788984179527645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.68156815681568,0.9710754987479829,0.893665119074646,0.08051886488934318,0.2802359158822926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.73147314731473,0.9713842165355991,0.8936688663786145,0.08056877026086702,0.2815634615183228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.78137813781378,0.9716853558854712,0.8936724377973281,0.0806174989954988,0.2828810952947047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.831283128312831,0.9719790802033712,0.8936758416428008,0.0806650776098862,0.2841888584358365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.881188118811881,0.9722655496273096,0.8936790858912735,0.08071153204041995,0.28548679290658874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.93109310931093,0.9725449209402074,0.8936821780831768,0.08075688762367568,0.2867749415127235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.98099809980998,0.9728173473327951,0.8936851251071699,0.08080116904500259,0.2880533481349335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.03090309030903,0.9730829791558508,0.893687933749941,0.08084440049752324,0.2893220570802306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.08080808080808,0.9733419637365766,0.8936906105216381,0.08088660564209563,0.2905811132682743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.130713071307131,0.9735944454286123,0.8936931616621374,0.08092780761696491,0.2918305622092587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.18061806180618,0.9738405656841216,0.8936955931643971,0.08096802905210942,0.2930704499621071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.23052305230523,0.9740804630741575,0.8936979107577947,0.08100729207339791,0.29430082313622613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.28042804280428,0.974314272930439,0.8937001195985604,0.08104561823216681,0.2955217292121082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.33033303330333,0.9745421279788167,0.8937022247274564,0.08108302863015522,0.2967332160267301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.380238023802379,0.9747641583168096,0.8937042310199802,0.0811195439152253,0.29793533181137705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.430143014301429,0.9749804914021521,0.8937061431450852,0.08115518427925138,0.29912812522019466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.48004800480048,0.9751912521165528,0.8937079655820911,0.08118996947082556,0.3003116452953965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.52995299529953,0.9753965628236367,0.893709702634037,0.0812239188067424,0.30148594143718715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.57985798579858,0.9755965430261437,0.8937113581958898,0.08125705109935645,0.3026510636985768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
